Edges,Stool_genus_network
Staphylococcus-Bacteroidia-pos,0.0391
Staphylococcus-Collinsella-neg,0.1289
Staphylococcus-Corynebacterium-pos,0.0327
Staphylococcus-Clostridiales Family XIII. Incertae Sedis-neg,0.0184
Staphylococcus-Bacteria-neg,0.083
Staphylococcus-Moorella-neg,0.0508
Staphylococcus-Brucella-neg,0.0754
Staphylococcus-Dysgonomonas-neg,0.0318
Staphylococcus-Porphyromonadaceae-neg,0.1412
Staphylococcus-Planococcaceae-neg,0.0726
Staphylococcus-Oceanobacillus-neg,0.017
Staphylococcus-Legionella-pos,0.1067
Staphylococcus-Yersiniaceae-pos,0.0239
Staphylococcus-Cronobacter-neg,0.0328
Staphylococcus-Lactococcus-neg,0.0033
Staphylococcus-Morganella-pos,0.0208
Staphylococcus-Fusobacterium-pos,0.0767
Staphylococcus-Kurthia-pos,0.0216
Staphylococcus-Staphylococcaceae-pos,0.0353
Staphylococcus-Methylobacterium-neg,0.1074
Staphylococcus-Veillonella-neg,0.0862
Staphylococcus-Acinetobacter-neg,0.0382
Staphylococcus-Aeromonas-neg,0.0845
Staphylococcus-Bacillaceae-neg,0.045
Staphylococcus-Clostridiaceae-neg,0.0315
Staphylococcus-Peptoniphilus-pos,0.0058
Staphylococcus-Dietzia-neg,0.0431
Staphylococcus-Erysipelothrix-pos,0.0236
Staphylococcus-Sporomusaceae-neg,0.0031
Staphylococcus-Desulfuromonadaceae-neg,0.093
Staphylococcus-Anaerococcus-pos,0.0797
Staphylococcus-Arcanobacterium-pos,0.1351
Staphylococcus-Porphyromonas-neg,0.1836
Staphylococcus-Brevibacillus-neg,0.0861
Staphylococcus-Selenomonas-neg,0.0243
Staphylococcus-Campylobacter-neg,0.1274
Staphylococcus-Eggerthellaceae-neg,0.158
Staphylococcus-Ruminiclostridium-neg,0.1052
Staphylococcus-Rhizobium-neg,0.034
Staphylococcus-Anaerobranca-neg,0.0112
Staphylococcus-Domibacillus-neg,0.0965
Staphylococcus-Actinomyces-neg,0.001
Staphylococcus-Paenibacillus-neg,0.0272
Staphylococcus-Stenotrophomonas-neg,0.0074
Staphylococcus-Eggerthella-neg,0.0207
Staphylococcus-Acetobacter-neg,0.0325
Staphylococcus-Acetobacterium-neg,0.1185
Staphylococcus-Flavobacterium-neg,0.0779
Staphylococcus-Actinobacteria-neg,0.0634
Staphylococcus-Pedobacter-pos,0.0563
Staphylococcus-Micrococcus-pos,0.0156
Staphylococcus-Brevundimonas-neg,0.0225
Staphylococcus-Slackia-neg,0.1268
Staphylococcus-Gammaproteobacteria-neg,0.0217
Staphylococcus-Rhodobacteraceae-neg,0.0141
Staphylococcus-Propionibacteriaceae-neg,0.025
Staphylococcus-Oscillatoriaceae-neg,0.0263
Staphylococcus-Flavobacteriaceae-pos,0.0236
Haemophilus-Streptococcus-pos,0.2292
Haemophilus-Lactobacillus-pos,0.3971
Haemophilus-Sphingomonas-neg,0.1492
Haemophilus-Desulfovibrio-neg,0.161
Haemophilus-Lachnoclostridium-neg,0.1247
Haemophilus-Odoribacter-neg,0.0234
Haemophilus-Enterobacterales-neg,0.044
Haemophilus-Enterococcus-pos,0.0501
Haemophilus-Firmicutes-pos,0.0825
Haemophilus-Erysipelotrichaceae-pos,0.002
Haemophilus-Unassigned-neg,0.0335
Haemophilus-Coriobacteriia-pos,0.2202
Haemophilus-Faecalicatena-neg,0.0923
Haemophilus-Desulfosporosinus-neg,0.0707
Haemophilus-Burkholderiales-neg,0.0857
Haemophilus-Bacteroidia-neg,0.0474
Haemophilus-Collinsella-pos,0.1513
Haemophilus-Corynebacterium-neg,0.0099
Haemophilus-Clostridiales Family XIII. Incertae Sedis-neg,0.068
Haemophilus-Bacteria-pos,0.1186
Haemophilus-Moorella-neg,0.1835
Haemophilus-Brucella-neg,0.0028
Haemophilus-Dysgonomonas-pos,0.1154
Haemophilus-Porphyromonadaceae-neg,0.1415
Haemophilus-Planococcaceae-neg,0.0113
Haemophilus-Oceanobacillus-pos,0.0602
Haemophilus-Legionella-neg,0.0454
Haemophilus-Yersiniaceae-pos,0.0193
Haemophilus-Cronobacter-pos,0.0145
Haemophilus-Lactococcus-pos,0.0553
Haemophilus-Morganella-neg,0.0744
Haemophilus-Fusobacterium-neg,0.1342
Haemophilus-Kurthia-neg,0.029
Haemophilus-Staphylococcaceae-neg,0.0265
Haemophilus-Methylobacterium-neg,0.0534
Haemophilus-Veillonella-pos,0.2918
Haemophilus-Acinetobacter-neg,0.0107
Haemophilus-Aeromonas-neg,0.0785
Haemophilus-Bacillaceae-neg,0.0149
Haemophilus-Clostridiaceae-pos,0.1016
Haemophilus-Peptoniphilus-neg,0.0729
Haemophilus-Dietzia-neg,0.058
Haemophilus-Erysipelothrix-pos,0.0608
Haemophilus-Sporomusaceae-neg,0.0454
Haemophilus-Desulfuromonadaceae-pos,0.0029
Haemophilus-Anaerococcus-neg,0.066
Haemophilus-Arcanobacterium-neg,0.1046
Haemophilus-Porphyromonas-pos,0.0478
Haemophilus-Brevibacillus-neg,0.0166
Haemophilus-Selenomonas-pos,0.0241
Haemophilus-Campylobacter-pos,0.0236
Haemophilus-Eggerthellaceae-neg,0.0134
Haemophilus-Ruminiclostridium-neg,0.0242
Haemophilus-Rhizobium-neg,0.0848
Haemophilus-Anaerobranca-pos,0.0169
Haemophilus-Domibacillus-pos,0.0267
Haemophilus-Actinomyces-neg,0.045
Haemophilus-Paenibacillus-neg,0.0061
Haemophilus-Stenotrophomonas-pos,0.0349
Haemophilus-Eggerthella-neg,0.0803
Haemophilus-Acetobacter-pos,0.0605
Haemophilus-Acetobacterium-neg,0.018
Haemophilus-Flavobacterium-neg,0.1103
Haemophilus-Actinobacteria-pos,0.0595
Haemophilus-Pedobacter-pos,0.0025
Haemophilus-Micrococcus-neg,0.025
Haemophilus-Brevundimonas-pos,0.0166
Haemophilus-Slackia-pos,0.0301
Haemophilus-Gammaproteobacteria-pos,0.0624
Haemophilus-Rhodobacteraceae-pos,0.0633
Haemophilus-Propionibacteriaceae-neg,0.1115
Haemophilus-Oscillatoriaceae-neg,0.1355
Haemophilus-Flavobacteriaceae-neg,0.0498
Streptococcus-Lactobacillus-pos,0.2926
Streptococcus-Sphingomonas-neg,0.1052
Streptococcus-Desulfovibrio-neg,0.2467
Streptococcus-Lachnoclostridium-neg,0.1974
Streptococcus-Odoribacter-pos,0.0022
Streptococcus-Enterobacterales-neg,0.0506
Streptococcus-Enterococcus-neg,0.0132
Streptococcus-Firmicutes-pos,0.0837
Streptococcus-Erysipelotrichaceae-neg,0.11
Streptococcus-Unassigned-pos,0.0098
Streptococcus-Coriobacteriia-neg,0.0374
Streptococcus-Faecalicatena-neg,0.0264
Streptococcus-Desulfosporosinus-pos,0.0551
Streptococcus-Burkholderiales-neg,0.1698
Streptococcus-Collinsella-pos,0.2386
Streptococcus-Corynebacterium-pos,0.0694
Streptococcus-Clostridiales Family XIII. Incertae Sedis-neg,0.1676
Streptococcus-Bacteria-neg,0.1971
Streptococcus-Moorella-neg,0.0394
Streptococcus-Brucella-pos,0.0287
Streptococcus-Dysgonomonas-pos,0.0003
Streptococcus-Porphyromonadaceae-pos,0.0063
Streptococcus-Planococcaceae-neg,0.1274
Streptococcus-Oceanobacillus-pos,0.0827
Streptococcus-Legionella-neg,0.0436
Streptococcus-Yersiniaceae-neg,0.0013
Streptococcus-Cronobacter-neg,0.0972
Streptococcus-Lactococcus-neg,0.0682
Streptococcus-Morganella-neg,0.0508
Streptococcus-Fusobacterium-neg,0.0365
Streptococcus-Kurthia-pos,0.0543
Streptococcus-Staphylococcaceae-neg,0.106
Streptococcus-Methylobacterium-neg,0.0411
Streptococcus-Veillonella-pos,0.176
Streptococcus-Acinetobacter-neg,0.0652
Streptococcus-Aeromonas-pos,0.0183
Streptococcus-Bacillaceae-neg,0.0417
Streptococcus-Clostridiaceae-neg,0.0157
Streptococcus-Peptoniphilus-pos,0.0472
Streptococcus-Dietzia-neg,0.0804
Streptococcus-Erysipelothrix-neg,0.017
Streptococcus-Sporomusaceae-pos,0.0485
Streptococcus-Desulfuromonadaceae-neg,0.0059
Streptococcus-Anaerococcus-neg,0.0051
Streptococcus-Arcanobacterium-pos,0.0401
Streptococcus-Porphyromonas-pos,0.0681
Streptococcus-Brevibacillus-pos,0.018
Streptococcus-Selenomonas-neg,0.0009
Streptococcus-Campylobacter-neg,0.0594
Streptococcus-Eggerthellaceae-pos,0.1454
Streptococcus-Ruminiclostridium-neg,0.0331
Streptococcus-Rhizobium-pos,0.0563
Streptococcus-Anaerobranca-neg,0.1281
Streptococcus-Domibacillus-pos,0.0966
Streptococcus-Actinomyces-pos,0.0096
Streptococcus-Paenibacillus-neg,0.0658
Streptococcus-Stenotrophomonas-neg,0.0157
Streptococcus-Eggerthella-pos,0.0093
Streptococcus-Acetobacter-neg,0.0427
Streptococcus-Acetobacterium-neg,0.0461
Streptococcus-Flavobacterium-neg,0.0718
Streptococcus-Actinobacteria-neg,0.0293
Streptococcus-Pedobacter-pos,0.1793
Streptococcus-Micrococcus-pos,0.0296
Streptococcus-Brevundimonas-pos,0.1322
Streptococcus-Slackia-neg,0.0051
Streptococcus-Gammaproteobacteria-pos,0.078
Streptococcus-Rhodobacteraceae-pos,0.0212
Streptococcus-Propionibacteriaceae-pos,0.0455
Streptococcus-Oscillatoriaceae-pos,0.0179
Streptococcus-Flavobacteriaceae-pos,0.0071
Lactobacillus-Sphingomonas-pos,0.0057
Lactobacillus-Desulfovibrio-neg,0.1605
Lactobacillus-Lachnoclostridium-neg,0.001
Lactobacillus-Odoribacter-neg,0.0196
Lactobacillus-Enterobacterales-pos,0.056
Lactobacillus-Enterococcus-neg,0.0226
Lactobacillus-Firmicutes-pos,0.2474
Lactobacillus-Erysipelotrichaceae-neg,0.0452
Lactobacillus-Unassigned-neg,0.1326
Lactobacillus-Coriobacteriia-neg,0.0188
Lactobacillus-Faecalicatena-neg,0.0305
Lactobacillus-Desulfosporosinus-neg,0.086
Lactobacillus-Burkholderiales-neg,0.0916
Lactobacillus-Bacteroidia-neg,0.0698
Lactobacillus-Collinsella-neg,0.0033
Lactobacillus-Corynebacterium-pos,0.0225
Lactobacillus-Clostridiales Family XIII. Incertae Sedis-neg,0.1896
Lactobacillus-Bacteria-pos,0.1358
Lactobacillus-Moorella-neg,0.1018
Lactobacillus-Brucella-pos,0.0359
Lactobacillus-Dysgonomonas-neg,0.0306
Lactobacillus-Porphyromonadaceae-neg,0.0038
Lactobacillus-Planococcaceae-pos,0.0996
Lactobacillus-Oceanobacillus-neg,0.0266
Lactobacillus-Legionella-pos,0.0282
Lactobacillus-Yersiniaceae-neg,0.0044
Lactobacillus-Cronobacter-neg,0.0197
Lactobacillus-Lactococcus-pos,0.0702
Lactobacillus-Morganella-neg,0.0892
Lactobacillus-Fusobacterium-neg,0.1028
Lactobacillus-Kurthia-neg,0.0244
Lactobacillus-Staphylococcaceae-neg,0.0114
Lactobacillus-Methylobacterium-pos,0.0418
Lactobacillus-Veillonella-pos,0.118
Lactobacillus-Acinetobacter-neg,0.0841
Lactobacillus-Aeromonas-neg,0.0481
Lactobacillus-Bacillaceae-pos,0.0416
Lactobacillus-Clostridiaceae-pos,0.0304
Lactobacillus-Peptoniphilus-neg,0.0107
Lactobacillus-Dietzia-neg,0.0303
Lactobacillus-Erysipelothrix-pos,0.0085
Lactobacillus-Sporomusaceae-neg,0.1085
Lactobacillus-Desulfuromonadaceae-pos,0.022
Lactobacillus-Anaerococcus-neg,0.0441
Lactobacillus-Arcanobacterium-neg,0.0818
Lactobacillus-Porphyromonas-pos,0.0279
Lactobacillus-Brevibacillus-neg,0.0347
Lactobacillus-Campylobacter-pos,0.0509
Lactobacillus-Eggerthellaceae-neg,0.0052
Lactobacillus-Ruminiclostridium-neg,0.0016
Lactobacillus-Rhizobium-neg,0.0319
Lactobacillus-Anaerobranca-neg,0.014
Lactobacillus-Domibacillus-neg,0.0098
Lactobacillus-Actinomyces-pos,0.0172
Lactobacillus-Paenibacillus-neg,0.0362
Lactobacillus-Stenotrophomonas-pos,0.0215
Lactobacillus-Eggerthella-neg,0.1242
Lactobacillus-Acetobacter-neg,0.0729
Lactobacillus-Acetobacterium-neg,0.0896
Lactobacillus-Flavobacterium-neg,0.0335
Lactobacillus-Actinobacteria-neg,0.0156
Lactobacillus-Pedobacter-neg,0.0302
Lactobacillus-Micrococcus-pos,0.0503
Lactobacillus-Brevundimonas-pos,0.1226
Lactobacillus-Slackia-pos,0.0219
Lactobacillus-Gammaproteobacteria-pos,0.0662
Lactobacillus-Rhodobacteraceae-pos,0.0553
Lactobacillus-Propionibacteriaceae-neg,0.0323
Lactobacillus-Oscillatoriaceae-neg,0.0318
Lactobacillus-Flavobacteriaceae-neg,0.0457
Sphingomonas-Desulfovibrio-neg,0.0504
Sphingomonas-Lachnoclostridium-pos,0.2045
Sphingomonas-Odoribacter-pos,0.158
Sphingomonas-Enterobacterales-neg,0.0099
Sphingomonas-Enterococcus-pos,0.1419
Sphingomonas-Firmicutes-pos,0.1827
Sphingomonas-Erysipelotrichaceae-neg,0.0589
Sphingomonas-Unassigned-pos,0.036
Sphingomonas-Coriobacteriia-neg,0.1536
Sphingomonas-Faecalicatena-neg,0.026
Sphingomonas-Desulfosporosinus-neg,0.0797
Sphingomonas-Burkholderiales-pos,0.1804
Sphingomonas-Bacteroidia-neg,0.1566
Sphingomonas-Collinsella-neg,0.0671
Sphingomonas-Corynebacterium-pos,0.0799
Sphingomonas-Clostridiales Family XIII. Incertae Sedis-neg,0.0158
Sphingomonas-Bacteria-neg,0.0756
Sphingomonas-Moorella-pos,0.0306
Sphingomonas-Brucella-pos,0.1051
Sphingomonas-Dysgonomonas-neg,0.1226
Sphingomonas-Porphyromonadaceae-pos,0.0184
Sphingomonas-Planococcaceae-pos,0.0611
Sphingomonas-Oceanobacillus-pos,0.0461
Sphingomonas-Legionella-neg,0.0606
Sphingomonas-Yersiniaceae-neg,0.0606
Sphingomonas-Cronobacter-pos,0.1318
Sphingomonas-Lactococcus-pos,0.1199
Sphingomonas-Morganella-pos,0.0533
Sphingomonas-Fusobacterium-pos,0.0049
Sphingomonas-Kurthia-pos,0.115
Sphingomonas-Staphylococcaceae-pos,0.0001
Sphingomonas-Methylobacterium-pos,0.0381
Sphingomonas-Veillonella-neg,0.0227
Sphingomonas-Acinetobacter-pos,0.2135
Sphingomonas-Aeromonas-pos,0.0579
Sphingomonas-Bacillaceae-neg,0.0123
Sphingomonas-Clostridiaceae-pos,0.018
Sphingomonas-Peptoniphilus-neg,0.0462
Sphingomonas-Dietzia-neg,0.0067
Sphingomonas-Erysipelothrix-pos,0.1198
Sphingomonas-Sporomusaceae-pos,0.0966
Sphingomonas-Desulfuromonadaceae-neg,0.0106
Sphingomonas-Anaerococcus-pos,0.1263
Sphingomonas-Arcanobacterium-pos,0.0408
Sphingomonas-Porphyromonas-pos,0.0582
Sphingomonas-Brevibacillus-pos,0.1019
Sphingomonas-Selenomonas-pos,0.0201
Sphingomonas-Campylobacter-pos,0.1161
Sphingomonas-Eggerthellaceae-pos,0.0863
Sphingomonas-Ruminiclostridium-pos,0.0523
Sphingomonas-Rhizobium-neg,0.0733
Sphingomonas-Anaerobranca-neg,0.0583
Sphingomonas-Domibacillus-pos,0.0668
Sphingomonas-Actinomyces-neg,0.0089
Sphingomonas-Paenibacillus-pos,0.116
Sphingomonas-Stenotrophomonas-neg,0.1613
Sphingomonas-Eggerthella-pos,0.1266
Sphingomonas-Acetobacter-neg,0.0156
Sphingomonas-Acetobacterium-pos,0.1289
Sphingomonas-Flavobacterium-neg,0.0288
Sphingomonas-Actinobacteria-pos,0.032
Sphingomonas-Pedobacter-pos,0.0282
Sphingomonas-Micrococcus-pos,0.069
Sphingomonas-Brevundimonas-neg,0.0388
Sphingomonas-Slackia-pos,0.0411
Sphingomonas-Gammaproteobacteria-pos,0.0026
Sphingomonas-Rhodobacteraceae-pos,0.0334
Sphingomonas-Propionibacteriaceae-neg,0.0683
Sphingomonas-Oscillatoriaceae-pos,0.0606
Sphingomonas-Flavobacteriaceae-pos,0.0894
Desulfovibrio-Lachnoclostridium-pos,0.2684
Desulfovibrio-Odoribacter-pos,0.1765
Desulfovibrio-Enterobacterales-neg,0.1118
Desulfovibrio-Enterococcus-neg,0.3283
Desulfovibrio-Firmicutes-neg,0.1275
Desulfovibrio-Erysipelotrichaceae-pos,0.1873
Desulfovibrio-Unassigned-pos,0.0919
Desulfovibrio-Coriobacteriia-neg,0.0428
Desulfovibrio-Faecalicatena-pos,0.0804
Desulfovibrio-Desulfosporosinus-pos,0.0597
Desulfovibrio-Burkholderiales-pos,0.1386
Desulfovibrio-Bacteroidia-pos,0.3037
Desulfovibrio-Collinsella-neg,0.1714
Desulfovibrio-Corynebacterium-neg,0.198
Desulfovibrio-Clostridiales Family XIII. Incertae Sedis-neg,0.0034
Desulfovibrio-Bacteria-neg,0.0787
Desulfovibrio-Moorella-pos,0.1474
Desulfovibrio-Brucella-neg,0.2368
Desulfovibrio-Dysgonomonas-neg,0.0747
Desulfovibrio-Porphyromonadaceae-pos,0.0596
Desulfovibrio-Planococcaceae-neg,0.1299
Desulfovibrio-Oceanobacillus-neg,0.0539
Desulfovibrio-Legionella-pos,0.1321
Desulfovibrio-Yersiniaceae-pos,0.0183
Desulfovibrio-Cronobacter-neg,0.0008
Desulfovibrio-Lactococcus-neg,0.1116
Desulfovibrio-Morganella-pos,0.0318
Desulfovibrio-Fusobacterium-neg,0.0872
Desulfovibrio-Kurthia-neg,0.109
Desulfovibrio-Staphylococcaceae-pos,0.0594
Desulfovibrio-Methylobacterium-neg,0.0236
Desulfovibrio-Veillonella-neg,0.1152
Desulfovibrio-Acinetobacter-neg,0.0577
Desulfovibrio-Aeromonas-neg,0.1718
Desulfovibrio-Bacillaceae-pos,0.0516
Desulfovibrio-Clostridiaceae-neg,0.0473
Desulfovibrio-Peptoniphilus-neg,0.0429
Desulfovibrio-Dietzia-pos,0.1355
Desulfovibrio-Erysipelothrix-neg,0.119
Desulfovibrio-Sporomusaceae-neg,0.0906
Desulfovibrio-Desulfuromonadaceae-neg,0.0918
Desulfovibrio-Anaerococcus-neg,0.1052
Desulfovibrio-Arcanobacterium-neg,0.0965
Desulfovibrio-Porphyromonas-neg,0.1271
Desulfovibrio-Brevibacillus-neg,0.046
Desulfovibrio-Selenomonas-pos,0.0005
Desulfovibrio-Campylobacter-pos,0.0052
Desulfovibrio-Eggerthellaceae-neg,0.2166
Desulfovibrio-Ruminiclostridium-pos,0.0137
Desulfovibrio-Rhizobium-pos,0.0524
Desulfovibrio-Anaerobranca-pos,0.0858
Desulfovibrio-Domibacillus-neg,0.0123
Desulfovibrio-Actinomyces-neg,0.0089
Desulfovibrio-Paenibacillus-neg,0.0276
Desulfovibrio-Stenotrophomonas-neg,0.0179
Desulfovibrio-Eggerthella-neg,0.1396
Desulfovibrio-Acetobacter-pos,0.0271
Desulfovibrio-Acetobacterium-neg,0.0769
Desulfovibrio-Flavobacterium-neg,0.002
Desulfovibrio-Actinobacteria-neg,0.0692
Desulfovibrio-Pedobacter-neg,0.0324
Desulfovibrio-Micrococcus-neg,0.055
Desulfovibrio-Brevundimonas-neg,0.1624
Desulfovibrio-Slackia-neg,0.119
Desulfovibrio-Gammaproteobacteria-neg,0.1407
Desulfovibrio-Rhodobacteraceae-neg,0.0454
Desulfovibrio-Propionibacteriaceae-neg,0.012
Desulfovibrio-Oscillatoriaceae-neg,0.107
Desulfovibrio-Flavobacteriaceae-pos,0.025
Lachnoclostridium-Odoribacter-pos,0.1975
Lachnoclostridium-Enterobacterales-neg,0.0925
Lachnoclostridium-Enterococcus-neg,0.0834
Lachnoclostridium-Firmicutes-pos,0.1457
Lachnoclostridium-Erysipelotrichaceae-pos,0.1283
Lachnoclostridium-Unassigned-neg,0.1216
Lachnoclostridium-Coriobacteriia-neg,0.2085
Lachnoclostridium-Faecalicatena-pos,0.0798
Lachnoclostridium-Desulfosporosinus-neg,0.0237
Lachnoclostridium-Burkholderiales-pos,0.291
Lachnoclostridium-Bacteroidia-pos,0.0799
Lachnoclostridium-Collinsella-neg,0.1565
Lachnoclostridium-Corynebacterium-pos,0.058
Lachnoclostridium-Clostridiales Family XIII. Incertae Sedis-pos,0.0346
Lachnoclostridium-Bacteria-neg,0.0421
Lachnoclostridium-Moorella-neg,0.0123
Lachnoclostridium-Brucella-neg,0.0973
Lachnoclostridium-Dysgonomonas-pos,0.0133
Lachnoclostridium-Porphyromonadaceae-pos,0.0917
Lachnoclostridium-Planococcaceae-neg,0.1967
Lachnoclostridium-Oceanobacillus-neg,0.124
Lachnoclostridium-Legionella-pos,0.1233
Lachnoclostridium-Yersiniaceae-pos,0.0096
Lachnoclostridium-Cronobacter-neg,0.023
Lachnoclostridium-Lactococcus-neg,0.0955
Lachnoclostridium-Morganella-neg,0.1156
Lachnoclostridium-Fusobacterium-neg,0.0806
Lachnoclostridium-Kurthia-pos,0.1118
Lachnoclostridium-Staphylococcaceae-neg,0.0384
Lachnoclostridium-Methylobacterium-neg,0.0649
Lachnoclostridium-Veillonella-neg,0.1318
Lachnoclostridium-Acinetobacter-neg,0.0584
Lachnoclostridium-Aeromonas-neg,0.1228
Lachnoclostridium-Bacillaceae-neg,0.0194
Lachnoclostridium-Clostridiaceae-neg,0.0042
Lachnoclostridium-Peptoniphilus-pos,0.0622
Lachnoclostridium-Dietzia-neg,0.0401
Lachnoclostridium-Erysipelothrix-pos,0.0545
Lachnoclostridium-Sporomusaceae-neg,0.0471
Lachnoclostridium-Desulfuromonadaceae-neg,0.1223
Lachnoclostridium-Anaerococcus-neg,0.1117
Lachnoclostridium-Arcanobacterium-pos,0.001
Lachnoclostridium-Porphyromonas-neg,0.0217
Lachnoclostridium-Brevibacillus-neg,0.0317
Lachnoclostridium-Selenomonas-pos,0.0336
Lachnoclostridium-Campylobacter-pos,0.0123
Lachnoclostridium-Eggerthellaceae-neg,0.1328
Lachnoclostridium-Ruminiclostridium-neg,0.0947
Lachnoclostridium-Rhizobium-neg,0.1371
Lachnoclostridium-Anaerobranca-pos,0.0649
Lachnoclostridium-Domibacillus-neg,0.0516
Lachnoclostridium-Actinomyces-neg,0.0215
Lachnoclostridium-Paenibacillus-neg,0.0614
Lachnoclostridium-Stenotrophomonas-neg,0.0824
Lachnoclostridium-Eggerthella-neg,0.053
Lachnoclostridium-Acetobacter-neg,0.0717
Lachnoclostridium-Acetobacterium-neg,0.1168
Lachnoclostridium-Flavobacterium-neg,0.12
Lachnoclostridium-Actinobacteria-neg,0.1165
Lachnoclostridium-Pedobacter-neg,0.0408
Lachnoclostridium-Micrococcus-pos,0.0299
Lachnoclostridium-Brevundimonas-neg,0.182
Lachnoclostridium-Slackia-neg,0.1131
Lachnoclostridium-Gammaproteobacteria-pos,0.0371
Lachnoclostridium-Rhodobacteraceae-neg,0.021
Lachnoclostridium-Propionibacteriaceae-pos,0.0218
Lachnoclostridium-Oscillatoriaceae-neg,0.0734
Lachnoclostridium-Flavobacteriaceae-neg,0.0948
Odoribacter-Enterobacterales-pos,0.0412
Odoribacter-Enterococcus-pos,0.0298
Odoribacter-Firmicutes-pos,0.1293
Odoribacter-Erysipelotrichaceae-neg,0.0729
Odoribacter-Unassigned-neg,0.1003
Odoribacter-Coriobacteriia-neg,0.1148
Odoribacter-Faecalicatena-neg,0.0931
Odoribacter-Desulfosporosinus-neg,0.0217
Odoribacter-Burkholderiales-pos,0.2883
Odoribacter-Bacteroidia-pos,0.2572
Odoribacter-Collinsella-neg,0.1633
Odoribacter-Corynebacterium-pos,0.1319
Odoribacter-Clostridiales Family XIII. Incertae Sedis-neg,0.0698
Odoribacter-Bacteria-neg,0.0448
Odoribacter-Moorella-neg,0.0104
Odoribacter-Brucella-pos,0.0652
Odoribacter-Dysgonomonas-neg,0.1747
Odoribacter-Porphyromonadaceae-pos,0.1825
Odoribacter-Planococcaceae-neg,0.1025
Odoribacter-Oceanobacillus-neg,0.0329
Odoribacter-Legionella-pos,0.0321
Odoribacter-Yersiniaceae-pos,0.121
Odoribacter-Cronobacter-neg,0.0357
Odoribacter-Lactococcus-neg,0.1347
Odoribacter-Morganella-neg,0.0914
Odoribacter-Fusobacterium-neg,0.183
Odoribacter-Kurthia-pos,0.0578
Odoribacter-Staphylococcaceae-pos,0.0205
Odoribacter-Methylobacterium-neg,0.0286
Odoribacter-Veillonella-neg,0.1052
Odoribacter-Acinetobacter-pos,0.0697
Odoribacter-Aeromonas-neg,0.0516
Odoribacter-Bacillaceae-neg,0.0459
Odoribacter-Clostridiaceae-pos,0.0456
Odoribacter-Peptoniphilus-pos,0.031
Odoribacter-Dietzia-neg,0.0981
Odoribacter-Erysipelothrix-neg,0.0352
Odoribacter-Sporomusaceae-neg,0.0587
Odoribacter-Desulfuromonadaceae-neg,0.0099
Odoribacter-Anaerococcus-pos,0.0649
Odoribacter-Arcanobacterium-pos,0.0551
Odoribacter-Porphyromonas-neg,0.0703
Odoribacter-Brevibacillus-neg,0.0564
Odoribacter-Selenomonas-neg,0.0907
Odoribacter-Campylobacter-neg,0.0305
Odoribacter-Eggerthellaceae-neg,0.0825
Odoribacter-Ruminiclostridium-neg,0.036
Odoribacter-Rhizobium-neg,0.1485
Odoribacter-Anaerobranca-pos,0.1091
Odoribacter-Domibacillus-pos,0.164
Odoribacter-Actinomyces-pos,0.0113
Odoribacter-Paenibacillus-pos,0.0471
Odoribacter-Stenotrophomonas-neg,0.1068
Odoribacter-Eggerthella-neg,0.0673
Odoribacter-Acetobacter-neg,0.0183
Odoribacter-Acetobacterium-neg,0.079
Odoribacter-Flavobacterium-pos,0.061
Odoribacter-Actinobacteria-neg,0.0549
Odoribacter-Pedobacter-neg,0.0476
Odoribacter-Micrococcus-neg,0.0498
Odoribacter-Brevundimonas-neg,0.0893
Odoribacter-Slackia-neg,0.0309
Odoribacter-Gammaproteobacteria-pos,0.0187
Odoribacter-Rhodobacteraceae-pos,0.0602
Odoribacter-Propionibacteriaceae-neg,0.0036
Odoribacter-Oscillatoriaceae-neg,0.1422
Odoribacter-Flavobacteriaceae-neg,0.0253
Enterobacterales-Enterococcus-pos,0.1884
Enterobacterales-Firmicutes-neg,0.0755
Enterobacterales-Erysipelotrichaceae-neg,0.0869
Enterobacterales-Unassigned-pos,0.1039
Enterobacterales-Coriobacteriia-pos,0.0139
Enterobacterales-Faecalicatena-pos,0.0065
Enterobacterales-Desulfosporosinus-pos,0.0158
Enterobacterales-Burkholderiales-neg,0.0634
Enterobacterales-Bacteroidia-neg,0.059
Enterobacterales-Collinsella-neg,0.0193
Enterobacterales-Corynebacterium-neg,0.0171
Enterobacterales-Clostridiales Family XIII. Incertae Sedis-neg,0.1097
Enterobacterales-Bacteria-pos,0.0297
Enterobacterales-Moorella-neg,0.0752
Enterobacterales-Brucella-pos,0.3191
Enterobacterales-Dysgonomonas-neg,0.0033
Enterobacterales-Porphyromonadaceae-pos,0.1683
Enterobacterales-Planococcaceae-pos,0.1566
Enterobacterales-Oceanobacillus-neg,0.0151
Enterobacterales-Legionella-pos,0.0479
Enterobacterales-Yersiniaceae-pos,0.0353
Enterobacterales-Cronobacter-pos,0.1675
Enterobacterales-Lactococcus-pos,0.024
Enterobacterales-Morganella-neg,0.0108
Enterobacterales-Fusobacterium-pos,0.0448
Enterobacterales-Kurthia-pos,0.0719
Enterobacterales-Staphylococcaceae-pos,0.088
Enterobacterales-Methylobacterium-pos,0.2369
Enterobacterales-Veillonella-neg,0.0398
Enterobacterales-Acinetobacter-pos,0.0975
Enterobacterales-Aeromonas-pos,0.0841
Enterobacterales-Bacillaceae-pos,0.1299
Enterobacterales-Clostridiaceae-pos,0.1131
